"POOL","NAME","BYTES"
"shared pool","INCIDENT_FILE",2112
"shared pool","v_nfcinc",2112
"shared pool","HM_INFO",2112
"shared pool","ksunfy: pdb counts segmen",2104
"shared pool","KSN WaitID",2080
"shared pool","KGI Session State",2080
"shared pool","kghrcx RO hash chain",2064
"shared pool","KTMSJ free lists ptrs",2048
"shared pool","ksuplsb: plsql call stack",2048
"shared pool","Banner Storage",2048
"shared pool","ksim cached group entry s",2048
"shared pool","ksws service hash table b",2048
"shared pool","PARAMETER TABLE",2048
"shared pool","LISTEN ADDRESS TABLE",2048
"shared pool","global container timeout ",2048
"shared pool","LISTEN END-POINT TABLE",2048
"shared pool","sga listelement",2048
"shared pool","KESTB existence bitvec se",2048
"shared pool","DISPATCHER CONFIG TABLE",2048
"shared pool","KKBTD",2032
"shared pool","kwrsnfy: kwrsoe",2024
"shared pool","pesom.c:subheap ds array",2024
"shared pool","KTA latches",2024
"shared pool","IPS_PACKAGE_FILE",1920
"shared pool","ADR_CONTROL_AUX",1920
"shared pool","vshowincb",1920
"shared pool","vshowincb_i",1920
"shared pool","pesom.c:latch array",1920
"shared pool","HM_FDG_SET",1920
"shared pool","DFW_PATCH_ITEM",1920
"shared pool","vshowcatview",1920
"shared pool","array for shared redo blo",1920
"shared pool","kwslbSGAData",1872
"shared pool","kcrlflcr: FLC root",1832
"shared pool","kea advisor definition ca",1768
"shared pool","KTC latches",1760
"shared pool","KTMPJ Priv latches",1760
"shared pool","KTL latches",1760
"shared pool","KTU lat struct",1760
"shared pool","KTMPJ latches",1760
"shared pool","KTMC latches",1760
"shared pool","KTMB latches",1760
"shared pool","vips_package_main_problem",1728
"shared pool","VIEWCOL",1728
"shared pool","qmtb_init_data",1728
"shared pool","v_incfcount",1728
"shared pool","DFW_PATCH_CAPTURE",1728
"shared pool","v_actinc",1728
"shared pool","v_inc_meter_info_problem",1728
"shared pool","DFW_CONFIG_CAPTURE",1728
"shared pool","State object sizes",1680
"shared pool","MTTR advisory context",1648
"shared pool","kglsim recovery area",1632
"shared pool","qmkmProtocol:qmdpsg",1600
"shared pool","keommDbopListNotify table",1600
"shared pool","kdmadohtlatc",1600
"shared pool","kzscnfy: 3",1600
"shared pool","AQ: Message cache state o",1600
"shared pool","vem_user_actlog1",1536
"shared pool","PQ/BizCard",1536
"shared pool","DDE_USER_INCIDENT_TYPE",1536
"shared pool","KSI resource hash masks",1536
"shared pool","vips_package_size",1536
"shared pool","v_actprob",1536
"shared pool","v_ipsprbcnt",1536
"shared pool","vips_package_main_int",1536
"shared pool","DDE_USER_INCIDENT_ACTION_",1536
"shared pool","Cleanup state objects",1536
"shared pool","v_inccount",1536
"shared pool","vem_user_actlog",1536
"shared pool","v_swperrcount",1536
"shared pool","v_ipsprbcnt1",1536
"shared pool","ADR_INVALIDATION",1536
"shared pool","KEWS External IDs",1536
"shared pool","Active Session History - ",1528
"shared pool","SGA structure for KPON kp",1528
"shared pool","KTMA jlatch cleanup",1512
"shared pool","KCB incremental ckpt entr",1496
"shared pool","keswxNotify:tabRwsStatGro",1496
"shared pool","KTCTSNL subheaps",1496
"shared pool","rules engine aggregate st",1480
"shared pool","ksunfy : array of SSO fre",1480
"shared pool","ENQUEUE FREELISTS",1472
"shared pool","ket_nfy:iter task alloc",1464
"shared pool","KGLNA",1448
"shared pool","object level stat table",1440
"shared pool","kkae edition name cache",1408
"shared pool","krsoproc",1400
"shared pool","PX list of chunk lists",1400
"shared pool","dbkplssga",1400
"shared pool","ksb ci process list (each",1368
"shared pool","PX QC deq stats",1368
"shared pool","PX server deq stats",1368
"shared pool","kdlxdup swappl",1360
"shared pool","krssrtt",1360
"shared pool","ams_xaction",1344
"shared pool","KCB tablespace encryption",1320
"shared pool","KTU latches",1320
"shared pool","dispatcher rate",1312
"shared pool","KPDB latch structure",1280
"shared pool","sim_knlasg",1280
"shared pool","qesbl old rows",1280
"shared pool","kkj jobq slave descriptor",1280
"shared pool","kzxinfy:Child latches",1280
"shared pool","enqueue_hash_chain_latche",1280
"shared pool","session idle latches",1280
"shared pool","client/application info l",1280
"shared pool","ksuloi: child latches for",1280
"shared pool","kglPdbDebugType",1272
"shared pool","kponfy",1272
"shared pool","process count for each CI",1224
"shared pool","standby event stats",1216
"shared pool","kebmnfy:pdb status array ",1208
"shared pool","kzekm PDB status check in",1208
"shared pool","dbkea msgs",1200
"shared pool","ksws java patching contex",1192
"shared pool","Securefile fast space usa",1176
"shared pool","KTMA Space latch cleanup",1176
"shared pool","KQFUTTAB COLS",1152
"shared pool","Pre-Warm Initialized Seti",1152
"shared pool","kkcnecqnsg info",1152
"shared pool","kglPdbDebugNsp",1144
"shared pool","database creation languag",1136
"shared pool","qksceAllocateSga:ce",1128
"shared pool","PX subheap",1112
"shared pool","gwm_sga_notifier ",1112
"shared pool","krvxfda-dka",1088
"shared pool","PX scan rate stats",1080
"shared pool","SQL Workarea Histogram",1056
"shared pool","kstm drifts table",1048
"shared pool","jsksncb:62",1040
"shared pool","kzekm rsafipspath",1032
"shared pool","file queue pointers",1024
"shared pool","kfmdsg",992
"shared pool","kdlxdup derztc",960
"shared pool","latches for protecting ws",960
"shared pool","latches for protecting fs",960
"shared pool","obj stats hash table",960
"shared pool","msg Q child latches",896
"shared pool","LGWR PIC",896
"shared pool","sess Q child latches",896
"shared pool","done Q child latches",896
"shared pool","Redo Transmit Queue Descr",864
"shared pool","Undo Meta Data",864
"shared pool","Real-Time ADDM control st",840
"shared pool","pmon sga",832
"shared pool","KSFV SGA",832
"shared pool","ksupd SQL Context",792
"shared pool","ksacm service obj array",792
"shared pool","dso->mds_kdlidso",768
"shared pool","ksunfy: nodes of hierarch",760
"shared pool","sim cache nbufs",720
"shared pool","sim cache sizes",720
"shared pool","enque hash chain latch re",704
"shared pool","ksmplsctx",680
"shared pool","SGA Param Source Table",680
"shared pool","kspvpfbv",680
"shared pool","kscx capability table",672
"shared pool","KYWM SGA",664
"shared pool","KPDBFL SGA",664
"shared pool","jsksncb: 9",656
"shared pool","kcrfw_slave_group_initall",656
"shared pool","PG latch table",640
"shared pool","kscdnfyinitnext",632
"shared pool","ktfa dynamic SGA allocati",632
"shared pool","kscdnfyinitprev",632
"shared pool","joxs struct",600
"shared pool","set_descriptor_array",576
"shared pool","kglsim sga",576
"shared pool","system default language h",568
"shared pool","kss global so cache",552
"shared pool","kghrcx recovery structure",544
"shared pool","kzsrs filename",536
"shared pool","Client ID trace setting h",536
"shared pool","Service-level trace setti",536
"shared pool","dbgefgHtInit-1",528
"shared pool","HM VFY TRCFIL",520
"shared pool","PDB wallet status",520
"shared pool","PRE_11g UNDOSEG DROP BITV",520
"shared pool","ssethsh_kfdsvsg",520
"shared pool","KTMB CR Buf latch cleanup",512
"shared pool","KTMCsrchlatclnup",512
"shared pool","X$KSVII table",512
"shared pool","IUT Hash Table Base",512
"shared pool","Monitor Modification Hash",512
"shared pool","dso->iods_kdlidso",512
"shared pool","kpondsg emon info",512
"shared pool","X$KSVIT table",512
"shared pool","trace_knlasg",504
"shared pool","kdmadohtlatrec",480
"shared pool","KKJ WRK LAT",480
"shared pool","kebm action descriptors",480
"shared pool","latches for protecting ls",480
"shared pool","KTC latch cleanup",480
"shared pool","LISTEN ADDRESS ENTRY",464
"shared pool","kzxiIniSGA:Late binding D",448
"shared pool","SGA structure for KPON ks",440
"shared pool","kkcnesg info",440
"shared pool","quiesce system context",440
"shared pool","Processor group descripto",432
"shared pool","koh dur heap",424
"shared pool","trace buf hdr xtend",416
"shared pool","kodosgi kopfdo",416
"shared pool","kglsim free heap list",408
"shared pool","kfnvsga",408
"shared pool","KTLI Parent Bkt LC",408
"shared pool","kglsim free obj list",408
"shared pool","channel sga anchor",400
"shared pool","Array of cached attr",400
"shared pool","ksevn window",400
"shared pool","spilled over messages",400
"shared pool","Global Context Heap descr",400
"shared pool","kelt translation table",384
"shared pool","KTMPJ latch cleanup",384
"shared pool","KYWM CROSS INSTANCE",384
"shared pool","kwsoptSGAINfy:inactive",376
"shared pool","SGA structure for KWQDL h",376
"shared pool","kwsoptSGAINfy:uncached",376
"shared pool","kxfpSO q freelists",368
"shared pool","kpscad: kpscscon",368
"shared pool","kxfpSO qref freelists",368
"shared pool","kjxgrgctx SGA",368
"shared pool","KEWS sysstat values",360
"shared pool","slave class sga anchor",360
"shared pool","pool srv hash sbuckets",360
"shared pool","KKDLP SGA Property Tables",360
"shared pool","KSK PDB IO stat per pdb",352
"shared pool","Prefetch history buffer a",352
"shared pool","latch classes",352
"shared pool","PLS cca hp desc",352
"shared pool","PLS chunk",352
"shared pool","KTCNQROW colname ptrs",344
"shared pool","kcrfw_slave_queue_init: t",336
"shared pool","KEBM autotask control arr",336
"shared pool","jsksncb:57",320
"shared pool","kwsbgcdsjini-kwsbgjta",320
"shared pool","MinActScn Array",320
"shared pool","pool srv list",320
"shared pool","ksdhng: cache history",320
"shared pool","KSK PDB SGA kskpdbmetric",320
"shared pool","change tracking DBA latch",320
"shared pool","KTLI Log Hash Table",312
"shared pool","Wait event pointers",312
"shared pool","kzekm heap descriptor",304
"shared pool","namhsh_kfgsg",296
"shared pool","kelr system metrics table",296
"shared pool","osp pool handles",296
"shared pool","branch so",296
"shared pool","KSI Indexes",288
"shared pool","kfdsga",288
"shared pool","shadow lost write work bl",288
"shared pool","policy hash table descrpt",280
"shared pool","KGFM vsga",280
"shared pool","kso req alloc heapds",280
"shared pool","krdm mira information arr",272
"shared pool","SGA structure for AWR (KE",264
"shared pool","srshsh_kfnvsg",264
"shared pool","dgmhsh_kfnvsg",264
"shared pool","ktud-usd hash table",264
"shared pool","qesmmaInitialize: ta_qesm",264
"shared pool","IM CAGLB",264
"shared pool","qesmmaInitialize: ia_qesm",264
"shared pool","heap_kdfisga",256
"shared pool","top_proc_untunable",256
"shared pool","dbkgcpsga",256
"shared pool","krvxlctx",256
"shared pool","HM PC Rank",256
"shared pool","KCB Table Scan Bitmap",256
"shared pool","ksipc gsm xrccm",256
"shared pool","highest_untunable",256
"shared pool","Sql control element free ",256
"shared pool","PX subheap desc",256
"shared pool","ksfd I/O slave ctx",256
"shared pool","broker globals",248
"shared pool","KKJ SHRD WRQS",240
"shared pool","obj hash table pointers",240
"shared pool","KSRPC I/O Stat array",240
"shared pool","event list to post commit",240
"shared pool","ksleid alloc",240
"shared pool","knlsg",240
"shared pool","pesom.c: Pesom_Global_Hea",232
"shared pool","DBWR event stats array",232
"shared pool","peshm.c: Global_Sub_Heap ",232
"shared pool","pesom.c: Global_Sub_Heap ",232
"shared pool","KUPP subheap desc",232
"shared pool","kdlwl_sga_subheap",232
"shared pool","qksbgCreateSystemEnv: qks",232
"shared pool","Reset Parameter Handle",232
"shared pool","KSIPC AM MDT",224
"shared pool","kghifx descriptors",224
"shared pool","dbgdInitEventGrp: eventGr",216
"shared pool","ksunfy: instance statisti",208
"shared pool","heap_kfsg",208
"shared pool","ksdhng: cache ctx",208
"shared pool","PDB inst stats array",208
"shared pool","trace buffer header array",208
"shared pool","SGA Non-Inheritable PDB P",200
"shared pool","sim trace buf context",200
"shared pool","rules engine context",200
"shared pool","KSK OSS PLAN",200
"shared pool","tablespace encryption key",200
"shared pool","fixed allocation callback",200
"shared pool","KSRMF anchor",200
"shared pool","KSWL anchor",200
"shared pool","ksu:stats_freelist_array",192
"shared pool","ksim client list",192
"shared pool","starting comp sizes snaps",192
"shared pool","KTMC latch cleanup",192
"shared pool","KPDB Hash Table Latches",192
"shared pool","KEWS PDB System Stat valu",192
"shared pool","KTMB latch cleanup",192
"shared pool","KSGL Latch Groups",192
"shared pool","mga fixvar info",192
"shared pool","ksfv subheap descriptor",184
"shared pool","KSIR SGA",184
"shared pool","kwqmncini-stat",176
"shared pool","kralastcomp",176
"shared pool","SAGE commit cache Allocat",176
"shared pool","plis struct",176
"shared pool","log file size history arr",168
"shared pool","kebm slave pool descripto",168
"shared pool","SWRF Metric TMM Table",168
"shared pool","ktsj_init_sga task stat",168
"shared pool","KTPR SUBHEAP",168
"shared pool","incr ckpt write count arr",168
"shared pool","sot->data_kdliso",168
"shared pool","ksupd latch recovery",168
"shared pool","IM PJGLB",168
"shared pool","KGLSGTYPIDX",160
"shared pool","x$ksmfs table",160
"shared pool","Role(rg) graph heap",160
"shared pool","PARALLEL T RECO LATCH",160
"shared pool","knstoggall_knstsga",160
"shared pool","kzsc sga heap",160
"shared pool","Key Management heap",160
"shared pool","Policy Cache Heap descrpt",160
"shared pool","Label Cache Heap descrptr",160
"shared pool","zlllab Group Tree Heap De",160
"shared pool","AWR View Info (KEW layer)",160
"shared pool","ksu:ksusg_emptyinfo",160
"shared pool","hot latch diagnostics",160
"shared pool","SGA structure for KPOND k",160
"shared pool","Role(rs) graph heap",160
"shared pool","Role(ud) graph heap",160
"shared pool","peshm.c:latch",160
"shared pool","kzxssuf heap",160
"shared pool","Read Only Database Accoun",160
"shared pool","diag fixed SGA",152
"shared pool","global container context",152
"shared pool","KGLPDBSG",144
"shared pool","kkzias",144
"shared pool","kcrfw_slave_phase_initall",144
"shared pool","KGLSGNSPIDX",144
"shared pool","dbwr actual working sets ",144
"shared pool","KGSKI scheduler heap 2 de",136
"shared pool","kecuNotifier: alloc subhe",136
"shared pool","kglsim latches",136
"shared pool","KGSKI scheduler heap 1 de",136
"shared pool","kexsvAllocFeatureUsageHea",136
"shared pool","Security Class heap",136
"shared pool","kdmfsdwrheap",136
"shared pool","kcnm.c@206",136
"shared pool","kcnibr.c@2885",136
"shared pool","sot",136
"shared pool","kglsim alloc latches",136
"shared pool","kdmfsdwlheap",136
"shared pool","kgsk subheap descriptor",136
"shared pool","ksfd SGA state",136
"shared pool","cgidhsh_kfnvsg",136
"shared pool","KSZ sga subheap descripto",136
"shared pool","kdmfssgaheap",136
"shared pool","kcnm.c@195",136
"shared pool","kerpiAllocSgaSubHeap:desc",136
"shared pool","KTCN global operands ht",128
"shared pool","dbwriter coalesce bitmap",128
"shared pool","KTCN queries hash table",128
"shared pool","ksuloi: long op free list",128
"shared pool","KTCNC inv ht",128
"shared pool","ksuloi: long op used list",128
"shared pool","sga latch bitmap",128
"shared pool","Sql controldata element l",128
"shared pool","Sql controlelement latch ",128
"shared pool","KTCN global clauses  ht",128
"shared pool","memory pool stats",128
"shared pool","X$KSVIS table",128
"shared pool","copy latch aux",128
"shared pool","LISTEN END-POINT ENTRY",120
"shared pool","PGA total",120
"shared pool","kwsbsmStSlv: sptr for loc",112
"shared pool","KTI pool states",112
"shared pool","qesmmaInitialize: oa_qesm",112
"shared pool","kebm run-once actions",112
"shared pool","gwm_ons_info",112
"shared pool","qesmmaInitialize:        ",112
"shared pool","KTLI buck-fl ptrs",104
"shared pool","kgnfs gid list",104
"shared pool","kokcd",104
"shared pool","Temporary RTA boundary ar",104
"shared pool","ksb rolling migration sta",104
"shared pool","kqlpWrntoStr:string",104
"shared pool","SCHEDULING POLICY VECTOR",104
"shared pool","kghpinfo min lru",96
"shared pool","dskm rac entity id",96
"shared pool","Auto tune undo info",96
"shared pool","KRBMROS ANCHOR",96
"shared pool","knlu_init_btree:init",96
"shared pool","kcrfw_slave_barrier_inita",96
"shared pool","VM OSD context",96
"shared pool","krbabrAncp",96
"shared pool","kwspNfy-1",96
"shared pool","KSZ SGA",88
"shared pool","SWRF Metric Instance SGA",88
"shared pool","KTMPJ InMemEsz pools",88
"shared pool","KTMPJ msz pools",88
"shared pool","ksbxic dtp",88
"shared pool","KTCTSNL freelists",88
"shared pool","KTMPJ esz pools",88
"shared pool","KTC txn rsrc cnt",88
"shared pool","KTI freelists",88
"shared pool","PARAMETER ENTRY",88
"shared pool","KSFD Cache Hints for IO R",88
"shared pool","KPDBE Children List",88
"shared pool","KEBM autotask descriptors",88
"shared pool","ksacm service root",88
"shared pool","bcast ack latency base ar",80
"shared pool","L2 file global fob",80
"shared pool","AWR Flushing Error Contro",80
"shared pool","event list array to post ",80
"shared pool","pending bcast scn array",80
"shared pool","DISPATCHER CONFIG ENTRY",80
"shared pool","procs:bitvec",80
"shared pool","KTU Recovery SGA",80
"shared pool","KEBM MetaData of RBB in I",80
"shared pool","kwspNfy-3",80
"shared pool","dbwr outstanding ios per ",80
"shared pool","X$KSFQP ANCHOR",80
"shared pool","pspool_kfsg",80
"shared pool","KTLI Parent DESC LC",80
"shared pool","kpssnfy: kpsssgct",72
"shared pool","ksws RLB SGA ctx",72
"shared pool","kebm action context",72
"shared pool","kdfi dsga",72
"shared pool","HTTP fixed headers",72
"shared pool","kglPdbDebug",72
"shared pool","KEW PDB SGA Structure",72
"shared pool","LISTENER_NETWORKS PARAMET",64
"shared pool","KPDBE SGA Validation Call",64
"shared pool","KTCN global operators",64
"shared pool","kwsbgcsoa",64
"shared pool","Redo Transport krsstcb Ar",64
"shared pool","kspload:comment",64
"shared pool","ptr to sessions under idl",64
"shared pool","KEW Reset ID Array in Ins",64
"shared pool","SCHEDULING POLICY TABLE",64
"shared pool","ksdhng: cbufs",64
"shared pool","DNFS Disp context",64
"shared pool","INSTANCE INFO",56
"shared pool","connection_brokers spec",56
"shared pool","ksbxic sga",56
"shared pool","DNFS Disp Cle q Rec",56
"shared pool","IM SJGLB",56
"shared pool","PX msg pool struct",56
"shared pool","Auto BMR for File Header",56
"shared pool","kcrlflcr: FLC logmnr sess",56
"shared pool","Dep type array",56
"shared pool","KTM PDB SGA",56
"shared pool","Entity type array",56
"shared pool","kscdnfyinithead",56
"shared pool","kelr other metrics table",56
"shared pool","sga dev dict",56
"shared pool","kjxgrrr SGA",56
"shared pool","error message file name",56
"shared pool","knstsg",56
"shared pool","dbgefgHtInit-2",56
"shared pool","block_sizes_array",56
"shared pool","KXDBIO Recovery Area",56
"shared pool","kghrcx RO freelist header",48
"shared pool","HM user parameter memory",48
"shared pool","kwqmnasctx: alloc kwqmnsc",48
"shared pool","DNFS Disp Com q Rec",48
"shared pool","Background process state ",48
"shared pool","qtree_kwqbsgn",48
"shared pool","pga detail array",48
"shared pool","qtree_kwqspqctx",48
"shared pool","KWQDL SGA Dtc gen cleanup",48
"shared pool","ksws listener service nam",48
"shared pool","kghpinfo freelist",48
"shared pool","ksmscrsas:2",48
"shared pool","kfgbsg",48
"shared pool","mga fixvar size",48
"shared pool","krbfusg",48
"shared pool","dbwriter coalesce struct ",48
"shared pool","qtree_kwqbspse",48
"shared pool","KWQDL SGA Ddtc gen cleanu",48
"shared pool","KGKP sga",48
"shared pool","kwspNfy-2",48
"shared pool","kghmpt jp context",40
"shared pool","arrays for shared redo bl",40
"shared pool","sim state object",40
"shared pool","KSFD Kernel IO outlier co",40
"shared pool","kwsbtmCrtLatStatNode:allo",40
"shared pool","AW SGA",40
"shared pool","KSM SGA Slave ctx",40
"shared pool","time manager context",40
"shared pool","KSM Defer SGA context",40
"shared pool","krvxmctx",40
"shared pool","KRSF SGA",40
"shared pool","ksm_obh_path",40
"shared pool","kffgsg",40
"shared pool","KCB Table Scan",40
"shared pool","KTU SGA",40
"shared pool","dbktb: sga ctx",40
"shared pool","ksm_obc_path",40
"shared pool","kghmpt sp context",40
"shared pool","parallel kcbibr",40
"shared pool","DNFS Disp Iss q Rec",40
"shared pool","kjxgrvr SGA",40
"shared pool","Prefetch client count per",40
"shared pool","namrec_kfdsg",32
"shared pool","ksfm state object",32
"shared pool","kodosgi kodos",32
"shared pool","writes stopped lock conte",32
"shared pool","kfkrec_kfdsg",32
"shared pool","ssetrec_kfdsvsg",32
"shared pool","dgmrec_kfnvsg",32
"shared pool","plwppwp:garbage handle",32
"shared pool","kfkid hrec",32
"shared pool","IM extent map mem",32
"shared pool","prirec_kfmdsg",32
"shared pool","ksq test state obj",32
"shared pool","pool srv hash buckets",32
"shared pool","cgidrec_kfnvsg",32
"shared pool","plwppwp:PLW_STR_NEW_VAL_V",32
"shared pool","dbkea msgq",32
"shared pool","srsrec_kfnvsg",32
"shared pool","L2 file db unique name",32
"shared pool","ksuloi: garbage collectio",32
"shared pool","Database type info cache ",32
"shared pool","gc region array",32
"shared pool","kghrcx alloc latch state",24
"shared pool","KTC variable sga",24
"shared pool","ksupd proc death",24
"shared pool","dbkea sga",24
"shared pool","writes stopped lock state",24
"shared pool","kokcss",24
"shared pool","kfiosg",24
"shared pool","buffers waiting for write",24
"shared pool","DNFS Disp cleanup ctx",24
"shared pool","DNFS Disp spawn ctx",24
"shared pool","SRL error information",24
"shared pool","ORL error information",24
"shared pool","HM SGA init var",24
"shared pool","kdlxdup swapp",24
"shared pool","KGSKI sga",24
"shared pool","SGA structure for KWQDL s",24
"shared pool","HM SGA kjzs ctx",24
"shared pool","ksbxic chname",24
"shared pool","SGA Obsolete Param Source",24
"shared pool","KTMPJHT latch cleanup",24
"shared pool","ksupd List head",24
"shared pool","IM segment hash table mem",24
"shared pool","KCBFLC SGA",24
"shared pool","KSRPC I/O Stat array ptr",24
"shared pool","ksws service hash table",24
"shared pool","IMEXT hash table",24
"shared pool","ksfd shared pool recovery",24
"shared pool","KSTM SGA",24
"shared pool","plwppwp:PLW_STR_NEW_LEN_V",16
"shared pool","Memory for TopN Table Des",16
"shared pool","jsksncb: 12",16
"shared pool","kcrfwy: slaves",16
"shared pool","listener addresses",16
"shared pool","sga node map",16
"shared pool","ksipc netcaps",16
"shared pool","parallel kcbibr dbwr bitv",16
"shared pool","kcrfw_slave_queue_init: s",16
"shared pool","ksfs cdb mnt structs",16
"shared pool","ksfdgfib recovery",16
"shared pool","kfdsvsga",16
"shared pool","generic process shared st",16
"shared pool","diag descriptor",16
"shared pool","ksipc gsment table",16
"shared pool","dia* process descriptor",16
"shared pool","dbwr suspend/resume ptr a",16
"shared pool","UNDO INFO",16
"shared pool","L2 enabled array",16
"shared pool","kga sga",16
"shared pool","kks sga",16
"shared pool","kghpinfo bathdr",16
"shared pool","kks cached parse errors",16
"shared pool","KSWL LSPCIDS",16
"shared pool","KGNFS PLDLIST head",16
"shared pool","zasasga",16
"shared pool","Array of TopN Table delta",16
"shared pool","KGNFS DMLIST head",16
"shared pool","plwspv:PLW_STR_NEW_VAL",16
"shared pool","dbwr working sets kcbdbws",16
"shared pool","kohsg",16
"shared pool","IM segment gdh_metadata",16
"shared pool","jsksncb: 7",16
"shared pool","kramh message flag",16
"shared pool","ksmsq SGA",16
"shared pool","system node table",16
"shared pool","dbwr suspend/resume array",16
"shared pool","SGA structure for ADR lay",16
"shared pool"," kghrcx RO latch director",16
"shared pool","kghrcx RO batch headers",16
"shared pool","kglPdbDebugStat",8
"shared pool","IM MRGLB",8
"shared pool","AWR Data Source Info (KEW",8
"shared pool","KPDBE SGA Migrate Vld Cal",8
"shared pool","kolfsgi: KOLF's SGA initi",8
"shared pool","kfvacfssga",8
"shared pool","kscdnfyinitflags",8
"shared pool","XCT SGA",8
"shared pool","kcbbl2df L2 disabling fla",8
"shared pool","KGNFS PLDLIST array",8
"shared pool","ksunfy: Reserved PSO Numa",8
"shared pool","KTRSGA",8
"shared pool","sim kghx free lists",8
"shared pool","IPDDB SGA ctx",8
"shared pool","dbwr message active flag ",8
"shared pool","ksm_ob_path",8
"shared pool","kscdnfyglobalflags",8
"shared pool","DBWR array of pointers to",8
"shared pool","kolbsgi: KOLB's SGA initi",8
"shared pool","KEBM SGA struct (PDB) - P",8
"shared pool","KGNFS DMLIST array",8
"shared pool","SGA for UMF (KEUM)",8
"shared pool","RVWR post requested array",8
"shared pool","PGA totals ptrs",8
"shared pool","LGWR post requested array",8
"shared pool","DNFS Disp context arr",8
"shared pool","kcrfwy: shutdowns",8
"shared pool","KEWS PDB SGA",8
"shared pool","ksunfy: in-use PSO Numa A",8
"shared pool","kffssga",8
"shared pool","kghpinfo ptrs",8
"shared pool","ksmscrsas:1",8
"shared pool","KCFIS SGA",8
"shared pool","kzaac_vsga",8
